"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
12/04/2015,58012778,"Guaranteed Check",2952.01,21844.84,,
12/04/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",35635.5,57480.34,,
12/04/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-18.94,57461.40,,
12/04/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-35.18,57426.22,,
12/04/2015,,"IB Transfer W/D IB TR TO ACCT *4828 Transfer Online from",-3328.7,54097.52,,
12/04/2015,,"IB Transfer W/D IB TR TO ACCT *4846 Transfer Online from",-3328.7,50768.82,,
12/04/2015,,"IB Transfer W/D IB TR TO ACCT *4855 Transfer Online from",-3328.7,47440.12,,
12/04/2015,,"Daily Ledger Bal",,47440.12,,
12/07/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",3328.7,50768.82,,
12/07/2015,58012872,"Guaranteed Check",6724.94,57493.76,,
12/07/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1.14,57492.62,,
12/07/2015,,"ACH Payment ADP Tax/401k Tax/401k",-72.93,57419.69,,
12/07/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-405.75,57013.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1401,55612.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2001,53611.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2401,51210.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-2901,48309.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0172 Transfer Online from",-3328.7,44981.24,,
12/07/2015,,"Wire Payment EFS (Coop)",-15000,29981.24,,
12/07/2015,,"Daily Ledger Bal",,29981.24,,
12/08/2015,58013092,"Guaranteed Check",1326.75,31307.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-801,30506.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1200,29306.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1901,27405.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-3001,24404.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-6000,18404.99,,
12/08/2015,,"Daily Ledger Bal",,18404.99,,
12/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",44471.84,62876.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-605,62271.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2101,60170.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,57820.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-3001,54819.83,,
12/09/2015,,"Daily Ledger Bal",,54819.83,,
12/10/2015,58013296,"Guaranteed Check",219.74,55039.57,,
12/10/2015,,"POS Payment SIG IDENTITY INSURANCE SER 866-337-6321 CA #5749",-2271.8,52767.77,,
12/10/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-501,52266.77,,
12/10/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-3001,49265.77,,
12/10/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-14001,35264.77,,
12/10/2015,,"Transfer Withdrawal Transfer to Arrowhead Freight *4837",-3328.7,31936.07,,
12/10/2015,,"Daily Ledger Bal",,31936.07,,
12/11/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #1615",-3922.12,28013.95,,
12/11/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-20.44,27993.51,,
12/11/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-35.18,27958.33,,
12/11/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-980,26978.33,,
