"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/19/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3500,7001.59,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-6.6,6994.99,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-533.67,6461.32,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2231.3,4230.02,,
10/19/2015,,"Daily Ledger Bal",,4230.02,,
10/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",701,4931.02,,
10/20/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1000,3931.02,,
10/20/2015,,"Daily Ledger Bal",,3931.02,,
10/21/2015,,"POS Debit Reversal MARKTMARKT 04 MARKTMARK #9074",221.6,4152.62,,
10/21/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1002,5154.62,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9215",-221.6,4933.02,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9215",-36.93,4896.09,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9280",-158.6,4737.49,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9140",-221.6,4515.89,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9140",-145.56,4370.33,,
10/21/2015,,"POS Payment SIG MARKTMARKT 04 MARKTMARK #9561",-154.25,4216.08,,
10/21/2015,,"POS Payment SIG MARKTMARKT 04 MARKTMARK #9355",-139.04,4077.04,,
10/21/2015,,"POS Payment SIG MARKTMARKT 04 MARKTMARK #9074",-221.6,3855.44,,
10/21/2015,,"POS Payment SIG BPI TAGUIG #9074",-221.6,3633.84,,
10/21/2015,,"POS Payment SIG BPI TAGUIG #9074",-221.6,3412.24,,
10/21/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-91.25,3320.99,,
10/21/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-145.56,3175.43,,
10/21/2015,,"Daily Ledger Bal",,3175.43,,
10/22/2015,,"POS Payment SIG BG MARKET2 01 BG MARKET #9074",-220.63,2954.80,,
10/22/2015,,"POS Payment SIG BPI MAKATI #9074",-41.1,2913.70,,
10/22/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1005,1908.70,,
10/22/2015,,"Daily Ledger Bal",,1908.7,,
10/23/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3501,5409.70,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,5395.70,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,5362.37,,
10/23/2015,,"Daily Ledger Bal",,5362.37,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-7,5355.37,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-7,5348.37,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-8.23,5340.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-14,5326.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-15,5311.14,,
