"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
11/09/2015,,"ACH Deposit MANAGEMENT SERV ONLINE TRF",3977,9579.46,,
11/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *0817 Transfer Online to D",4001,13580.46,,
11/09/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1.7,13578.76,,
11/09/2015,,"ACH Payment ADP Tax/401k Tax/401k",-114.21,13464.55,,
11/09/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-599.24,12865.31,,
11/09/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2001,10864.31,,
11/09/2015,,"Wire Payment EFS (Coop)",-10001,863.31,,
11/09/2015,,"Daily Ledger Bal",,863.31,,
11/10/2015,7621355420,"Guaranteed Check",10000,10863.31,,
11/10/2015,,"Wire Payment EFS (Coop)",-2001,8862.31,,
11/10/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2501,6361.31,,
11/10/2015,,"Daily Ledger Bal",,6361.31,,
11/12/2015,58010655,"Guaranteed Check",1340.54,7701.85,,
11/12/2015,58010555,"Guaranteed Check",2405.04,10106.89,,
11/12/2015,7621357166,"Guaranteed Check",10000,20106.89,,
11/12/2015,7621358920,"Guaranteed Check",12000,32106.89,,
11/12/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #9726",-1134.2,30972.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-501,30471.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1501,28970.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,26620.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2501,24119.69,,
11/12/2015,,"Wire Payment EFS (Coop)",-4000,20119.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-5001,15118.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-6601,8517.69,,
11/12/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-8001,516.69,,
11/12/2015,,"Daily Ledger Bal",,516.69,,
11/13/2015,58010748,"Guaranteed Check",144.75,661.44,,
11/13/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-20.18,641.26,,
11/13/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,599.76,,
11/13/2015,,"ACH Payment GREENLIGHT PREMI INS.PMTS.",-1776.92,-1177.16,,
11/13/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3301,-4478.16,,
11/13/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-5601,-10079.16,,
11/13/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-6101,-16180.16,,
11/15/2015,,"Analysis Charge",-250.65,-16430.81,,
11/15/2015,,"Daily Ledger Bal",,-16430.81,,
11/16/2015,58010881,"Guaranteed Check",3170.84,-13259.97,,
11/16/2015,58010879,"Guaranteed Check",5368.8,-7891.17,,
11/16/2015,58010878,"Guaranteed Check",7820.26,-70.91,,
