Date,Ref/Check,Description,Amount,Balance,Memo,Category
7/22/2015,,Daily Ledger Bal,,931.69,,
7/23/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1000,1931.69,,
7/23/2015,,Daily Ledger Bal,,1931.69,,
7/24/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,3931.69,,
7/24/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3000,6931.69,,
7/24/2015,,Daily Ledger Bal,,6931.69,,
7/27/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,6867.14,,
7/27/2015,,Other Withdrawal EXT TRF ONLINE,-1924.8,4942.34,,
7/27/2015,,Daily Ledger Bal,,4942.34,,
7/28/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,6942.34,,
7/28/2015,,Alliance Payoff MMA to LOC Sweep,-5510.82,1431.52,,
7/28/2015,,IB Debit IB TR TO ACCT *0817 Transfer Online from,-600,831.52,,
7/28/2015,,Alliance Payoff LOC to MMA Sweep,5510.82,3420.87,,
7/28/2015,,Daily Ledger Bal,,3420.87,,
7/30/2015,,ACH Deposit GOOGLE TEST 000527455 CREDIT,0.12,3420.99,,
7/30/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-190.29,3230.7,,
7/30/2015,,Daily Ledger Bal,,3230.7,,
7/31/2015,,Alliance Payoff MMA to LOC Sweep,-890.29,2340.41,,
7/31/2015,,Accr Earning Pymt Added to Account,0.74,2341.15,,
7/31/2015,,IB Debit IB TR TO ACCT *0817 Transfer Online from,-700,1641.15,,
7/31/2015,,Alliance Payoff LOC to MMA Sweep,890.29,2531.44,,
7/31/2015,,Fee Charge Over Limit Fee Auto,-21.5,2509.94,,
7/31/2015,,Fee Payment Over Limit Fee,21.5,2531.44,,
7/31/2015,,Daily Over Limit Over Limit Fee,-21.5,2509.94,,
7/31/2015,,Daily Ledger Bal,,2509.94,,
8/3/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,2445.39,,
8/3/2015,,Other Withdrawal EXT TRF ONLINE,-1357.95,1087.44,,
8/3/2015,,Daily Ledger Bal,,1087.44,,
8/4/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,3087.44,,
8/4/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,5087.44,,
8/4/2015,,Alliance Payoff MMA to LOC Sweep,-6000.74,-913.3,,
8/4/2015,,Wire Out Garrett Barber,-2000,-2913.3,,
8/4/2015,,Alliance Payoff LOC to MMA Sweep,6000.74,530.7,,
8/4/2015,,Daily Ledger Bal,,530.7,,
8/5/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,2530.7,,
8/5/2015,,Other Withdrawal GOOGLE WALLET 000528101 DEBIT,-11,2519.7,,
8/5/2015,,Daily Ledger Bal,,2519.7,,
8/6/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1500,4019.7,,
8/6/2015,,Daily Ledger Bal,,4019.7,,
8/7/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2500,6519.7,,
8/7/2015,,Other Withdrawal GOOGLE WALLET 000528299 DEBIT,-45,6474.7,,
8/7/2015,,Other Withdrawal EXT TRF ONLINE,-1363,5111.7,,
8/7/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-2000,3111.7,,
8/7/2015,,Daily Ledger Bal,,3111.7,,
8/10/2015,,Daily Ledger Bal,,2979.04,,
8/11/2015,,Alliance Payoff MMA to LOC Sweep,-8000.87,-5021.83,,
8/11/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-5.56,-5027.39,,
8/11/2015,,Other Withdrawal GOOGLE WALLET 000528550 DEBIT,-110,-5137.39,,
8/11/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-449.12,-5586.51,,
8/11/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-1884.53,-7471.04,,
8/11/2015,,Alliance Payoff LOC to MMA Sweep,8000.87,529.83,,
8/11/2015,,Daily Ledger Bal,,529.83,,
8/12/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3000,3529.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-20,3509.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-34,3475.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-40,3435.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-80,3355.83,,
8/12/2015,,Daily Ledger Bal,,3355.83,,
8/13/2015,,Other Withdrawal GOOGLE WALLET 000529022 DEBIT,-20,3335.83,,
8/13/2015,,Other Withdrawal HARLAND CLARKE CHK ORDERS,-20.85,3314.98,,
8/13/2015,,Daily Ledger Bal,,3314.98,,
8/14/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3200,6514.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-10,6504.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-20,6484.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-30,6454.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-30,6424.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-40,6384.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-40,6344.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-40,6304.98,,
8/14/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-3000,3304.98,,
8/16/2015,,Analysis Charge 07 2015 Charge,-11.27,3293.71,,
8/16/2015,,Daily Ledger Bal,,3293.71,,
8/17/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1000,4293.71,,
8/17/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,6293.71,,
8/17/2015,,Wire Out Garrett Barber,-1899.13,4394.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-10,4384.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-12,4372.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-30,4342.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-31,4311.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-40,4271.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-50,4221.58,,
8/17/2015,,Daily Ledger Bal,,4221.58,,
8/18/2015,,ACH Payment GOOGLE WALLET 000529684 DEBIT,-12,4209.58,,
8/18/2015,,ACH Payment GOOGLE WALLET 000529684 DEBIT,-50,4159.58,,
8/18/2015,,ACH Payment GOOGLE WALLET 000529684 DEBIT,-45,4114.58,,
8/18/2015,,ACH Payment GOOGLE WALLET 000529684 DEBIT,-100,4014.58,,
8/18/2015,,ACH Payment GOOGLE WALLET 000529684 DEBIT,-80,3934.58,,
8/18/2015,,ACH Payment GOOGLE WALLET 000529684 DEBIT,-10,3924.58,,
