"Date","No.","Description","Debit","Credit"
"7/18/2015","1138","TRAVEL CENTERS #193 ALDA NE 68810 US","60.10",""
"7/18/2015","2583","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","5036.00",""
"7/18/2015","7952","PFS*PREMIUM PAYMENT 800-394-0829 MO 64105 US","1381.59",""
"7/18/2015","2423","EXPEDIA*1111220367166 EXPEDIA.COM NV 89144 US","73.94",""
"7/18/2015","2423","QUALITY TIRE COMPA OREM UT 84057 US","350.48",""
"7/20/2015","9356","CROSSFIT LEHI 801-6183390 UT 84043 US","100.00",""
"7/20/2015","7952","WIX.COM*111386966 800-6000949 NY 10011 US","19.90",""
"7/20/2015","0106","XPRESS SHUTTLE 9092434290 CA 91730 US","162.00",""
"7/20/2015","2583","SPIRIT AIRL 4870115269641 MIRAMAR FL 33025 US","139.00",""
"7/20/2015","2583","TA # 39 COLUMBUS E HEBRON OH 43025 US","88.44",""
"7/20/2015","2583","PETRO #321 EFFINGHAM EFFINGHAM IL 62401 US","60.67",""
"7/20/2015","7952","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","1491.78",""
"7/21/2015","7441","INL - ALBANY CORP 229-6393294 GA 31707 US","1382.42",""
"7/21/2015","2583","EXPEDIA*1111448454322 EXPEDIA.COM NV 89144 US","76.99",""
"7/21/2015","2583","EXPEDIA*1111448454322 EXPEDIA.COM NV 89144 US","19.27",""
"7/21/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","50.00",""
"7/21/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","","28.44"
"7/21/2015","9356","SQ *CROWNE CENTURIO LINDON UT 84042 US","87.50",""
"7/21/2015","7952","THE UPS STORE 1609 GRAND FORKS ND 58201 US","21.65",""
"7/21/2015","0710","RINGCENTRAL INC 650-4724100 CA 94002 US","2.29",""
"7/21/2015","0710","RINGCENTRAL INC 650-4724100 CA 94002 US","20.90",""
"7/21/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","317.61",""
"7/21/2015","2423","FEDEXOFFICE 00024018 SALT LAKE CIT UT 84111 US","11.22",""
"7/22/2015","1481","USPS 49700401634502781 PLEASANT GROV UT 84062 US","5.75",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","49.81",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","8.79",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","58.60",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","52.74",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","87.90",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","87.90",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","61.53",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","38.09",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","58.60",""
"7/22/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","20.51",""
"7/22/2015","9356","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","3.77",""
"7/22/2015","7952","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","1066.98",""
"7/22/2015","7952","VIRTUALPOSTMAIL.COM 909-235-6245 CA 91789 US","30.00",""
"7/23/2015","8673","DAT SOLUTIONS 800-328-530 800-3285302 OR 97008 US","149.00",""
