"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,3167.65,,
10/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",10001,13168.65,,
10/09/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,13127.15,,
10/09/2015,,"Daily Ledger Bal",,13127.15,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-4,13123.15,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-306,12817.15,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1847,10970.15,,
10/13/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-10000,970.15,,
10/13/2015,,"Daily Ledger Bal",,970.15,,
10/15/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",8001,8971.15,,
10/15/2015,,"Analysis Charge "09 2015 Charge"",-32.08,8939.07,,
10/15/2015,,"Daily Ledger Bal",,8939.07,,
10/16/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,10940.07,,
10/16/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,10898.57,,
10/16/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-8000,2898.57,,
10/16/2015,,"Daily Ledger Bal",,2898.57,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-4,2894.57,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-306,2588.57,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1847,741.57,,
10/19/2015,,"Daily Ledger Bal",,741.57,,
10/21/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",9001,9742.57,,
10/21/2015,,"Daily Ledger Bal",,9742.57,,
10/22/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3001,12743.57,,
10/22/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-9000,3743.57,,
10/22/2015,,"Daily Ledger Bal",,3743.57,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,3710.24,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,3668.74,,
10/23/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-3000,668.74,,
10/23/2015,,"Daily Ledger Bal",,668.74,,
10/26/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,2869.74,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-4,2865.74,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-306,2559.74,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1847,712.74,,
10/26/2015,,"Daily Ledger Bal",,712.74,,
10/27/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",501,1213.74,,
10/27/2015,,"Wire Payment NutriGold Inc",-500,713.74,,
10/27/2015,,"Daily Ledger Bal",,713.74,,
10/28/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2002,2715.74,,
10/28/2015,,"Daily Ledger Bal",,2715.74,,
10/29/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",12001,14716.74,,
10/29/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2004,12712.74,,
10/29/2015,,"Daily Ledger Bal",,12712.74,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,14913.74,,
10/30/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,14872.24,,
10/30/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-12000,2872.24,,
10/31/2015,,"Accr Earning Pymt Added to Account",.88,2873.12,,
10/31/2015,,"Daily Ledger Bal",,2873.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-4,2869.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-306,2563.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1847,716.12,,
11/02/2015,,"Daily Ledger Bal",,716.12,,
11/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",14001,14717.12,,
11/03/2015,,"Daily Ledger Bal",,14717.12,,
11/04/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-14000,717.12,,
11/04/2015,,"Daily Ledger Bal",,717.12,,
11/06/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",6001,6718.12,,
11/06/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,6676.62,,
11/06/2015,,"Daily Ledger Bal",,6676.62,,
