"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/05/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1001,4978.11,,
10/05/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,7179.11,,
10/05/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-6.39,7172.72,,
10/05/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-10,7162.72,,
10/05/2015,,"ACH Payment GOOGLE WALLET 000535278 DEBIT",-34,7128.72,,
10/05/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-60,7068.72,,
10/05/2015,,"ACH Payment GOOGLE WALLET 000535279 DEBIT",-150,6918.72,,
10/05/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-489.86,6428.86,,
10/05/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,4428.86,,
10/05/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2177.82,2251.04,,
10/05/2015,,"Daily Ledger Bal",,2251.04,,
10/06/2015,2,"Check",-75,2176.04,,
10/06/2015,,"Daily Ledger Bal",,2176.04,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9280",-155.29,2020.75,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9215",-219.99,1800.76,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9215",-36.66,1764.10,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9140",-219.99,1544.11,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9140",-25.88,1518.23,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9421",-155.29,1362.94,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9355",-133.72,1229.22,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9561",-155.29,1073.93,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9074",-219.99,853.94,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9074",-219.99,633.95,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9074",-219.99,413.96,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9074",-219.99,193.97,,
10/07/2015,,"POS Payment SIG BPI QUEZON #9074",-112.15,81.82,,
10/07/2015,,"Daily Ledger Bal",,81.82,,
10/08/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",301,382.82,,
10/08/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",301,683.82,,
10/08/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-38,645.82,,
10/08/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-47,598.82,,
10/08/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-120,478.82,,
10/08/2015,,"Daily Ledger Bal",,478.82,,
10/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,2479.82,,
10/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2301,4780.82,,
10/09/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,4766.82,,
10/09/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-74,4692.82,,
10/09/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-155,4537.82,,
10/09/2015,3,"Check",-35,4502.82,,
10/09/2015,,"Daily Ledger Bal",,4502.82,,
10/13/2015,,"ACH Deposit GOOGLE WALLET 000536245 REFUND",5,4507.82,,
10/13/2015,,"ACH Deposit GOOGLE WALLET 000536254 REFUND",40,4547.82,,
10/13/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3401,7948.82,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-5.39,7943.43,,
10/13/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-8,7935.43,,
10/13/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-38,7897.43,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-412.88,7484.55,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1841.39,5643.16,,
10/13/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,3643.16,,
10/13/2015,,"Daily Ledger Bal",,3643.16,,
10/14/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1001,2642.16,,
10/14/2015,,"Daily Ledger Bal",,2642.16,,
10/15/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3501,6143.16,,
10/15/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-154.58,5988.58,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9280",-161.11,5827.47,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9215",-222.07,5605.40,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9215",-26.13,5579.27,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9140",-222.07,5357.20,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9140",-93.62,5263.58,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9355",-143.69,5119.89,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9561",-121.92,4997.97,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9074",-222.07,4775.90,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9074",-222.07,4553.83,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9074",-222.07,4331.76,,
10/15/2015,,"POS Payment SIG BPI QUEZON #9074",-69.67,4262.09,,
10/15/2015,,"ACH Payment EXT TRF ONLINE TRF",-516,3746.09,,
10/15/2015,,"ACH Payment EXT TRF ONLINE TRF",-1281.21,2464.88,,
10/15/2015,,"Analysis Charge "09 2015 Charge"",-35.29,2429.59,,
10/15/2015,,"Daily Ledger Bal",,2429.59,,
10/16/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2801,5230.59,,
10/16/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,5216.59,,
10/16/2015,,"ACH Payment GOOGLE WALLET 000536615 DEBIT",-20,5196.59,,
10/16/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-42,5154.59,,
10/16/2015,,"ACH Payment GOOGLE WALLET 000536615 DEBIT",-80,5074.59,,
10/16/2015,,"ACH Payment GOOGLE WALLET 000536615 DEBIT",-138,4936.59,,
10/16/2015,,"ACH Payment GOOGLE WALLET 000536615 DEBIT",-155,4781.59,,
10/16/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-281,4500.59,,
10/16/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-999,3501.59,,
10/16/2015,,"Daily Ledger Bal",,3501.59,,
10/19/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3500,7001.59,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-6.6,6994.99,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-533.67,6461.32,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2231.3,4230.02,,
10/19/2015,,"Daily Ledger Bal",,4230.02,,
10/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",701,4931.02,,
10/20/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1000,3931.02,,
10/20/2015,,"Daily Ledger Bal",,3931.02,,
10/21/2015,,"POS Debit Reversal MARKTMARKT 04 MARKTMARK #9074",221.6,4152.62,,
10/21/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1002,5154.62,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9215",-221.6,4933.02,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9215",-36.93,4896.09,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9280",-158.6,4737.49,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9140",-221.6,4515.89,,
10/21/2015,,"POS Payment SIG BPI QUEZON #9140",-145.56,4370.33,,
10/21/2015,,"POS Payment SIG MARKTMARKT 04 MARKTMARK #9561",-154.25,4216.08,,
10/21/2015,,"POS Payment SIG MARKTMARKT 04 MARKTMARK #9355",-139.04,4077.04,,
10/21/2015,,"POS Payment SIG MARKTMARKT 04 MARKTMARK #9074",-221.6,3855.44,,
10/21/2015,,"POS Payment SIG BPI TAGUIG #9074",-221.6,3633.84,,
10/21/2015,,"POS Payment SIG BPI TAGUIG #9074",-221.6,3412.24,,
10/21/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-91.25,3320.99,,
10/21/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-145.56,3175.43,,
10/21/2015,,"Daily Ledger Bal",,3175.43,,
10/22/2015,,"POS Payment SIG BG MARKET2 01 BG MARKET #9074",-220.63,2954.80,,
10/22/2015,,"POS Payment SIG BPI MAKATI #9074",-41.1,2913.70,,
10/22/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1005,1908.70,,
10/22/2015,,"Daily Ledger Bal",,1908.7,,
10/23/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3501,5409.70,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,5395.70,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,5362.37,,
10/23/2015,,"Daily Ledger Bal",,5362.37,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-7,5355.37,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-7,5348.37,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-8.23,5340.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-14,5326.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-15,5311.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537753 DEBIT",-15,5296.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-15,5281.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-18,5263.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-20,5243.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-20,5223.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-27,5196.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-27,5169.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537752 DEBIT",-36,5133.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-56,5077.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537602 DEBIT",-77,5000.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-88,4912.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-110,4802.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-110,4692.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-115,4577.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-130,4447.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537602 DEBIT",-143,4304.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-148,4156.14,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-690.55,3465.59,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2751.74,713.85,,
10/26/2015,,"Daily Ledger Bal",,713.85,,
10/27/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4001,4714.85,,
10/27/2015,,"Daily Ledger Bal",,4714.85,,
10/28/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,6715.85,,
10/28/2015,,"Daily Ledger Bal",,6715.85,,
10/29/2015,,"POS Payment SIG BPI CALAPAN #9561",-158.66,6557.19,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9215",-218.69,6338.50,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9215",-64.32,6274.18,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9280",-162.95,6111.23,,
10/29/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-154.37,5956.86,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-218.69,5738.17,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-218.69,5519.48,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-218.69,5300.79,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-102.91,5197.88,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9140",-218.69,4979.19,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9140",-150.08,4829.11,,
10/29/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-296.5,4532.61,,
10/29/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-238,4294.61,,
10/29/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-313.5,3981.11,,
10/29/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2003,1978.11,,
10/29/2015,,"Daily Ledger Bal",,1978.11,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,3979.11,,
10/30/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,3965.11,,
10/31/2015,,"Accr Earning Pymt Added to Account",.72,3965.83,,
10/31/2015,,"Daily Ledger Bal",,3965.83,,
11/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1501,5466.83,,
11/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,7467.83,,
11/02/2015,,"POS Payment SIG BPI CEBU #9355",-147.89,7319.94,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-7.28,7312.66,,
