"Date","No.","Description","Debit","Credit"
"7/31/2015","8446","CHEVRON 00207025 OREM UT 84057 US","45.00",""
"7/31/2015","8446","EMBARK SAFETY LLC 4075367233 FL 32826 US","35.35",""
"7/31/2015","8446","EXXONMOBIL 48075410 AMERICAN FORK UT 84003 US","21.00",""
"8/1/2015","8446","FACEBOOK PA4Q98S3D2 650-6187714 CA 94025 US","13.38",""
"8/1/2015","8446","EXXONMOBIL 47263868 OREM UT 84057 US","30.00",""
"8/3/2015","0405","2CO.COM*INSTPROXY 614-921-2449 OH 43215 US","10.00",""
"8/4/2015","8446","WAL-MART #5270 LINDON UT 84042 US","120.22",""
"8/4/2015","8446","PYL*AMC 866-7295327 UT 84047 US","1214.36",""
"8/4/2015","8446","WM SUPERCENTER #5270 LINDON UT 84042 US","93.43",""
"8/5/2015","8446","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","242.50",""
"8/5/2015","8446","GRYHNDLINES REF 5787 DALLAS TX 75201 US","","242.50"
"8/5/2015","8446","GOOGLE *ADWS7953673087 CC@GOOGLE.COM CA 94043 US","50.00",""
"8/5/2015","8446","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","30.00",""
"8/5/2015","2788","CAPITAL ONE ONLINE PYMT AuthDate 05-AUG","","2000.00"
"8/6/2015","8446","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","208.50",""
"8/6/2015","8446","USAIRWAYS 0372412410221 800-428-4322 AZ 85034 US","185.10",""
"8/6/2015","8446","USPS 49663001534502450 OREM UT 84057 US","9.80",""
"8/7/2015","8446","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","242.50",""
"8/7/2015","8446","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","130.50",""
"8/7/2015","8446","LITTLE CAESARS 033 LINDON UT 84042 US","34.70",""
"8/7/2015","0405","MPP 6149212450 00000 HK","174.95",""
"8/8/2015","8446","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","26.00",""
"8/8/2015","8446","FEDEXOFFICE 00006403 MOLINE IL 61265 US","11.29",""
