"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/26/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,2869.74,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-4,2865.74,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-306,2559.74,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1847,712.74,,
10/26/2015,,"Daily Ledger Bal",,712.74,,
10/27/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",501,1213.74,,
10/27/2015,,"Wire Payment NutriGold Inc",-500,713.74,,
10/27/2015,,"Daily Ledger Bal",,713.74,,
10/28/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2002,2715.74,,
10/28/2015,,"Daily Ledger Bal",,2715.74,,
10/29/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",12001,14716.74,,
10/29/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2004,12712.74,,
10/29/2015,,"Daily Ledger Bal",,12712.74,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,14913.74,,
10/30/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,14872.24,,
10/30/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-12000,2872.24,,
10/31/2015,,"Accr Earning Pymt Added to Account",.88,2873.12,,
10/31/2015,,"Daily Ledger Bal",,2873.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-4,2869.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-306,2563.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1847,716.12,,
11/02/2015,,"Daily Ledger Bal",,716.12,,
11/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",14001,14717.12,,
11/03/2015,,"Daily Ledger Bal",,14717.12,,
11/04/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-14000,717.12,,
11/04/2015,,"Daily Ledger Bal",,717.12,,
11/06/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",6001,6718.12,,
11/06/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,6676.62,,
11/06/2015,,"Daily Ledger Bal",,6676.62,,
11/09/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-4,6672.62,,
11/09/2015,,"ACH Payment ADP Tax/401k Tax/401k",-306,6366.62,,
11/09/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1847,4519.62,,
11/09/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-4000,519.62,,
11/09/2015,,"Daily Ledger Bal",,519.62,,
11/12/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",5001,5520.62,,
11/12/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",8001,13521.62,,
11/12/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-5000,8521.62,,
11/12/2015,,"Daily Ledger Bal",,8521.62,,
11/13/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",6101,14622.62,,
11/13/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,14581.12,,
11/13/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-8000,6581.12,,
11/15/2015,,"Analysis Charge",-31.68,6549.44,,
11/15/2015,,"Daily Ledger Bal",,6549.44,,
11/16/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-4,6545.44,,
11/16/2015,,"ACH Payment ADP Tax/401k Tax/401k",-306,6239.44,,
11/16/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1847,4392.44,,
11/16/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-4000,392.44,,
11/16/2015,,"Daily Ledger Bal",,392.44,,
11/17/2015,,"ACH Deposit MANAGEMENT SERV ONLINE TRF",15001,15393.44,,
11/17/2015,,"Daily Ledger Bal",,15393.44,,
11/18/2015,,"ACH Deposit Reversal MANAGEMENT SERV ONLINE TRF",-15001,392.44,,
11/18/2015,,"Daily Ledger Bal",,392.44,,
11/19/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",14001,14393.44,,
11/19/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-3000,11393.44,,
11/19/2015,,"Daily Ledger Bal",,11393.44,,
11/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2200,13593.44,,
11/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3001,16594.44,,
11/20/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,16552.94,,
11/20/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-14000,2552.94,,
11/20/2015,,"Daily Ledger Bal",,2552.94,,
11/23/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-4,2548.94,,
11/23/2015,,"ACH Payment ADP Tax/401k Tax/401k",-306,2242.94,,
11/23/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1847,395.94,,
11/23/2015,,"Daily Ledger Bal",,395.94,,
