"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
11/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",601,1502.48,,
11/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3601,5103.48,,
11/30/2015,,"POS Payment SIG SUPER 8 MOTEL LEHI UT #8678",-76.03,5027.45,,
11/30/2015,,"POS Payment SIG BPI QUEZON #9074",-217.09,4810.36,,
11/30/2015,,"POS Payment SIG BPI QUEZON #9074",-217.09,4593.27,,
11/30/2015,,"POS Payment SIG BPI QUEZON #9074",-217.09,4376.18,,
11/30/2015,,"POS Payment SIG BPI CEBU #9355",-138.13,4238.05,,
11/30/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-8.61,4229.44,,
11/30/2015,,"ACH Payment ADP Tax/401k Tax/401k",-720,3509.44,,
11/30/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-2875.01,634.43,,
11/30/2015,,"Accr Earning Pymt Added to Account",.71,635.14,,
11/30/2015,,"Daily Ledger Bal",,635.14,,
12/01/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1701,2336.14,,
12/01/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2201,4537.14,,
12/01/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-274.5,4262.64,,
12/01/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-260.5,4002.14,,
12/01/2015,,"Daily Ledger Bal",,4002.14,,
12/02/2015,,"POS Payment SIG BPI QUEZON #9074",-46.75,3955.39,,
12/02/2015,,"POS Payment SIG BPI QUEZON #9074",-46.75,3908.64,,
12/02/2015,,"POS Payment SIG PP*3148CODE 4029357733 SG #9140",-1.95,3906.69,,
12/02/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-234.5,3672.19,,
12/02/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-338.5,3333.69,,
12/02/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-296.5,3037.19,,
12/02/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-227.5,2809.69,,
12/02/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-260.5,2549.19,,
12/02/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-260.5,2288.69,,
12/02/2015,,"Daily Ledger Bal",,2288.69,,
12/03/2015,,"POS Debit Reversal BPI QUEZON #9074",216.75,2505.44,,
12/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",720,3225.44,,
12/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1001,4226.44,,
12/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1400,5626.44,,
12/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3900,9526.44,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9074",-216.75,9309.69,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9074",-216.75,9092.94,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9074",-216.75,8876.19,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9074",-216.75,8659.44,,
12/03/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9561",-163.62,8495.82,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9215",-216.75,8279.07,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9215",-74.37,8204.70,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9140",-216.75,7987.95,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9140",-161.5,7826.45,,
12/03/2015,,"POS Payment SIG 04234231 QUEZON CITY #9421",-153,7673.45,,
12/03/2015,,"POS Payment SIG BPI QUEZON #9074",-76.5,7596.95,,
12/03/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-226.5,7370.45,,
12/03/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-280.5,7089.95,,
12/03/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-260.5,6829.45,,
12/03/2015,,"Daily Ledger Bal",,6829.45,,
12/04/2015,,"POS Sig Credit GRYHNDLINES REF 5787 DALLAS TX #8678",255,7084.45,,
12/04/2015,,"POS Payment SIG BPI QUEZON #9280",-163.49,6920.96,,
12/04/2015,,"POS Payment SIG BPI CEBU #9355",-140.13,6780.83,,
12/04/2015,,"POS Payment SIG BPI QUEZON #9074",-205.95,6574.88,,
12/04/2015,,"POS Payment SIG WAL-MART #5270 LINDON UT #9585",-187.15,6387.73,,
12/04/2015,,"POS Payment SIG WM SUPERCENTER #5270 LINDON UT #9585",-192.16,6195.57,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-264.5,5931.07,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-319.5,5611.57,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-250.5,5361.07,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-280.5,5080.57,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-242.5,4838.07,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-158.5,4679.57,,
12/04/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-275.5,4404.07,,
12/04/2015,,"POS Payment SIG PYL*AMC 866-7295327 UT #8819",-1636.91,2767.16,,
12/04/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-67.58,2699.58,,
12/04/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,699.58,,
12/04/2015,,"Daily Ledger Bal",,699.58,,
