Date,Ref/Check,Description,Amount,Balance,Memo,Category
8/19/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,2910.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-10,2900.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-12,2888.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-45,2843.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-50,2793.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-80,2713.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-100,2613.55,,
8/19/2015,,Daily Ledger Bal,,2613.55,,
8/20/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1005,3618.55,,
8/20/2015,,POS Payment WAL-MART #5270 LINDON UT #7552,-4.88,3613.67,,
8/20/2015,,POS Payment LES SCHWAB TIRES #0508 LINDON UT #7552,-231.5,3382.17,,
8/20/2015,,Daily Ledger Bal,,3382.17,,
8/21/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3200,6582.17,,
8/21/2015,,POS Payment THE HOME DEPOT 4407 LINDON UT #7552,-22.28,6559.89,,
8/21/2015,,POS Payment USPS 49663001534502450 OREM UT #7552,-44.49,6515.4,,
8/21/2015,,POS Payment EXXONMOBIL 47263868 OREM UT #7552,-52,6463.4,,
8/21/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-2500,3963.4,,
8/21/2015,,Daily Ledger Bal,,3963.4,,
8/24/2015,,Rebate Prog. Credit FUEL REBATE,0.91,3964.31,,
8/24/2015,,ACH Deposit GOOGLE WALLET 000530206 REFUND,30,3994.31,,
8/24/2015,,ACH Deposit GOOGLE WALLET 000530461 REFUND,30,4024.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530105 DEBIT,-10,4014.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530087 DEBIT,-15,3999.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530087 DEBIT,-60,3939.31,,
8/24/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,3874.76,,
8/24/2015,,Daily Ledger Bal,,3874.76,,
