"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
11/15/2015,,"Analysis Charge",-11.47,6308.66,,
11/15/2015,,"Daily Ledger Bal",,6308.66,,
11/16/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-10.42,6298.24,,
11/16/2015,,"ACH Payment ADP Tax/401k Tax/401k",-1440.99,4857.25,,
11/16/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-4190.84,666.41,,
11/16/2015,,"Daily Ledger Bal",,666.41,,
11/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",5800,6466.41,,
11/20/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,6408.15,,
11/20/2015,,"Daily Ledger Bal",,6408.15,,
11/23/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-10.68,6397.47,,
11/23/2015,,"ACH Payment ADP Tax/401k Tax/401k",-1435.95,4961.52,,
11/23/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-4342.03,619.49,,
11/23/2015,,"Daily Ledger Bal",,619.49,,
11/27/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,586.16,,
11/27/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,527.90,,
11/27/2015,,"Daily Ledger Bal",,527.9,,
11/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4301,4828.90,,
11/30/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-8.05,4820.85,,
11/30/2015,,"ACH Payment ADP Tax/401k Tax/401k",-966.85,3854.00,,
11/30/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-3383.35,470.65,,
11/30/2015,,"Accr Earning Pymt Added to Account",.5,471.15,,
11/30/2015,,"Daily Ledger Bal",,471.15,,
12/04/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-52.09,419.06,,
12/04/2015,,"Daily Ledger Bal",,419.06,,
12/07/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2901,3320.06,,
12/07/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-5.95,3314.11,,
12/07/2015,,"ACH Payment ADP Tax/401k Tax/401k",-690.05,2624.06,,
12/07/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-2528.06,96.00,,
12/07/2015,,"Daily Ledger Bal",,96,,
12/10/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3001,3097.00,,
12/10/2015,,"Daily Ledger Bal",,3097,,
12/11/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-52.09,3044.91,,
12/11/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-3000,44.91,,
12/11/2015,,"Daily Ledger Bal",,44.91,,
