"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
11/17/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",301,669.83,,
11/17/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1051,1720.83,,
11/17/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,3721.83,,
11/17/2015,,"Daily Ledger Bal",,3721.83,,
11/18/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",501,4222.83,,
11/18/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3101,7323.83,,
11/18/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-117,7206.83,,
11/18/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-208.5,6998.33,,
11/18/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-286.5,6711.83,,
11/18/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-286.5,6425.33,,
11/18/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-327.5,6097.83,,
11/18/2015,,"POS Payment SIG K&R TRANSPORTATION SVC 07407037987 OH #8678",-91.16,6006.67,,
11/18/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-90,5916.67,,
11/18/2015,,"Daily Ledger Bal",,5916.67,,
11/19/2015,,"POS Sig Credit GRYHNDLINES REF 5787 DALLAS TX #8678",234.4,6151.07,,
11/19/2015,,"POS Sig Credit GRYHNDLINES REF 5787 DALLAS TX #8678",236.5,6387.57,,
11/19/2015,,"POS Sig Credit GRYHNDLINES REF 5787 DALLAS TX #8678",236.5,6624.07,,
11/19/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",501,7125.07,,
11/19/2015,,"POS Payment SIG BPI QUEZON #9215",-216.66,6908.41,,
11/19/2015,,"POS Payment SIG BPI QUEZON #9215",-61.6,6846.81,,
11/19/2015,,"POS Payment SIG GOOGLE *Wang Chao GOOGLE.COM CH GB #9421",-5.01,6841.80,,
11/19/2015,,"POS Payment SIG GOOGLE *Wang Chao GOOGLE.COM CH GB #9421",-2,6839.80,,
11/19/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-152.93,6686.87,,
11/19/2015,,"POS Payment SIG CLPN PGOLD 02 CLPN PGOL #9561",-142.31,6544.56,,
11/19/2015,,"POS Payment SIG BPI QUEZON #9140",-216.66,6327.90,,
11/19/2015,,"POS Payment SIG BPI QUEZON #9140",-195.42,6132.48,,
11/19/2015,,"POS Payment SIG BPI QUEZON #9280",-121.07,6011.41,,
11/19/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-216.66,5794.75,,
11/19/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-216.66,5578.09,,
11/19/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-216.66,5361.43,,
11/19/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-206.04,5155.39,,
11/19/2015,,"POS Payment SIG BPI CEBU #9355",-140.19,5015.20,,
11/19/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-3000,2015.20,,
11/19/2015,,"Daily Ledger Bal",,2015.2,,
11/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3700,5715.20,,
11/20/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-280.5,5434.70,,
11/20/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-242.5,5192.20,,
11/20/2015,,"POS Payment SIG WM SUPERCENTER #5270 LINDON UT #9585",-371.83,4820.37,,
11/20/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,4806.37,,
11/20/2015,,"Daily Ledger Bal",,4806.37,,
11/23/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",120,4926.37,,
11/23/2015,,"POS Sig Credit GRYHNDLINES REF 5787 DALLAS TX #8678",260,5186.37,,
11/23/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1601,6787.37,,
