"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-7,5355.37,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-7,5348.37,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-8.23,5340.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-14,5326.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-15,5311.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537753 DEBIT",-15,5296.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-15,5281.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-18,5263.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-20,5243.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-20,5223.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-27,5196.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-27,5169.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537752 DEBIT",-36,5133.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-56,5077.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537602 DEBIT",-77,5000.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-88,4912.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-110,4802.14,,
10/26/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-110,4692.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-115,4577.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-130,4447.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537602 DEBIT",-143,4304.14,,
10/26/2015,,"ACH Payment GOOGLE WALLET 000537588 DEBIT",-148,4156.14,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-690.55,3465.59,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2751.74,713.85,,
10/26/2015,,"Daily Ledger Bal",,713.85,,
10/27/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4001,4714.85,,
10/27/2015,,"Daily Ledger Bal",,4714.85,,
10/28/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,6715.85,,
10/28/2015,,"Daily Ledger Bal",,6715.85,,
10/29/2015,,"POS Payment SIG BPI CALAPAN #9561",-158.66,6557.19,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9215",-218.69,6338.50,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9215",-64.32,6274.18,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9280",-162.95,6111.23,,
10/29/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-154.37,5956.86,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-218.69,5738.17,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-218.69,5519.48,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-218.69,5300.79,,
10/29/2015,,"POS Payment SIG METROPOLITAN BA PHILIPPINE #9074",-102.91,5197.88,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9140",-218.69,4979.19,,
10/29/2015,,"POS Payment SIG BPI QUEZON #9140",-150.08,4829.11,,
10/29/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-296.5,4532.61,,
10/29/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-238,4294.61,,
10/29/2015,,"POS Payment SIG GREYHOUND LINES CNP 214-849-8966 TX #8678",-313.5,3981.11,,
10/29/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2003,1978.11,,
10/29/2015,,"Daily Ledger Bal",,1978.11,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,3979.11,,
10/30/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,3965.11,,
10/31/2015,,"Accr Earning Pymt Added to Account",.72,3965.83,,
10/31/2015,,"Daily Ledger Bal",,3965.83,,
11/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1501,5466.83,,
11/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,7467.83,,
11/02/2015,,"POS Payment SIG BPI CEBU #9355",-147.89,7319.94,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-7.28,7312.66,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-590.82,6721.84,,
11/02/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,4721.84,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2453.02,2268.82,,
11/02/2015,,"Daily Ledger Bal",,2268.82,,
11/03/2015,,"ACH Deposit ADP PAYROLL FEES ADP - FEES",450,2718.82,,
11/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,4719.82,,
11/03/2015,,"Daily Ledger Bal",,4719.82,,
11/04/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",5501,10220.82,,
11/04/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-122.03,10098.79,,
11/04/2015,,"POS Payment SIG CLPN PGOLD 02 CLPN PGOL #9561",-154.14,9944.65,,
11/04/2015,,"POS Payment SIG GOOGLE *Wang Chao GOOGLE.COM CH GB #9421",-2.02,9942.63,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9215",-218.36,9724.27,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9215",-38.53,9685.74,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9280",-164.84,9520.90,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-218.36,9302.54,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-218.36,9084.18,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-218.36,8865.82,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-111.32,8754.50,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9140",-218.36,8536.14,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9140",-188.39,8347.75,,
11/04/2015,,"POS Payment SIG BPI CEBU #9355",-128.45,8219.30,,
11/04/2015,,"POS Payment SIG GOOGLE *Wang Chao GOOGLE.COM CH GB #9421",-2.02,8217.28,,
11/04/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2002,6215.28,,
11/04/2015,,"Daily Ledger Bal",,6215.28,,
11/05/2015,,"POS Payment SIG PYL*AMC 866-7295327 UT #8678",-365.95,5849.33,,
11/05/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1500,4349.33,,
11/05/2015,,"Daily Ledger Bal",,4349.33,,
11/06/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1501,5850.33,,
11/06/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2501,8351.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-8,8343.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-9,8334.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-11,8323.33,,
11/06/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-14,8309.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-22,8287.33,,
11/06/2015,,"ACH Payment PAYPAL INST XFER INSTANT TRANSFER",-22,8265.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-27,8238.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-27,8211.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-29,8182.33,,
11/06/2015,,"ACH Payment GOOGLE WALLET 000539109 DEBIT",-29,8153.33,,
