"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/05/2015,7620823755,"Guaranteed Check",12000,21895.79,,
10/05/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1.71,21894.08,,
10/05/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-115.21,21778.87,,
10/05/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-600,21178.87,,
10/05/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-603.03,20575.84,,
10/05/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1001,19574.84,,
10/05/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2201,17373.84,,
10/05/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-5000,12373.84,,
10/05/2015,,"Daily Ledger Bal",,12373.84,,
10/06/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-4500,7873.84,,
10/06/2015,,"Wire Payment EFS (Coop)",-4999,2874.84,,
10/06/2015,,"Daily Ledger Bal",,2874.84,,
10/07/2015,7620826382,"Guaranteed Check",25000,27874.84,,
10/07/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-1801,26073.84,,
10/07/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,23723.84,,
10/07/2015,,"Daily Ledger Bal",,23723.84,,
10/08/2015,,"ACH Deposit EXT TRF ONLINE TRF",2355,26078.84,,
10/08/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #5310",-12482.61,13596.23,,
10/08/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-301,13295.23,,
10/08/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-301,12994.23,,
10/08/2015,,"Wire Payment EFS (Coop)",-3000,9994.23,,
10/08/2015,,"Daily Ledger Bal",,9994.23,,
10/09/2015,7620829952,"Guaranteed Check",15000,24994.23,,
10/09/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-22.94,24971.29,,
10/09/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,24929.79,,
10/09/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,22928.79,,
10/09/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2201,20727.79,,
10/09/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2301,18426.79,,
10/09/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-3002,15424.79,,
10/09/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-4801,10623.79,,
10/09/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-10001,622.79,,
10/09/2015,,"Daily Ledger Bal",,622.79,,
10/13/2015,,"IB Transfer Deposit IB TR FROM ACCT *9315 Transfer Online to D",3000,3622.79,,
10/13/2015,7621304681,"Guaranteed Check",18000,21622.79,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1.49,21621.30,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-95.56,21525.74,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-529.19,20996.55,,
10/13/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,18646.55,,
10/13/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-3000,15646.55,,
10/13/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3401,12245.55,,
10/13/2015,,"Wire Payment EFS (Coop)",-9000,3245.55,,
10/13/2015,,"Daily Ledger Bal",,3245.55,,
10/14/2015,7621306464,"Guaranteed Check",15000,18245.55,,
10/14/2015,,"ACH Payment GREENLIGHT PREMI INS.PMTS.",-1776.92,16468.63,,
10/14/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-3001,13467.63,,
10/14/2015,,"Daily Ledger Bal",,13467.63,,
10/15/2015,7621308391,"Guaranteed Check",14000,27467.63,,
10/15/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-1001,26466.63,,
10/15/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,24116.63,,
10/15/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-3001,21115.63,,
10/15/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3501,17614.63,,
10/15/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-8001,9613.63,,
10/15/2015,,"Analysis Charge "09 2015 Charge"",-193.97,9419.66,,
10/15/2015,,"Daily Ledger Bal",,9419.66,,
10/16/2015,,"ACH Deposit EXT TRF ONLINE TRF",3780,13199.66,,
