"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2350,2800.24,,
10/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2500,5300.24,,
10/02/2015,,"ACH Payment EXT TRF ONLINE TRF",-350,4950.24,,
10/02/2015,,"IB Transfer W/D IB TR TO ACCT *1294 Transfer Online from",-2000,2950.24,,
10/02/2015,,"Daily Ledger Bal",,2950.24,,
10/05/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",600,3550.24,,
10/05/2015,,"Daily Ledger Bal",,3550.24,,
10/06/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4500,8050.24,,
10/06/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #6831",-2049.6,6000.64,,
10/06/2015,,"Daily Ledger Bal",,6000.64,,
10/07/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2350,8350.64,,
10/07/2015,,"POS Payment SIG EMBARK SAFETY LLC 4075367233 FL #6765",-76,8274.64,,
10/07/2015,,"ACH Payment EXT TRF ONLINE TRF",-350,7924.64,,
10/07/2015,,"IB Transfer W/D IB TR TO ACCT *1294 Transfer Online from",-2000,5924.64,,
10/07/2015,,"Daily Ledger Bal",,5924.64,,
10/08/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #6419",-1173.98,4750.66,,
10/08/2015,,"Daily Ledger Bal",,4750.66,,
10/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3002,7752.66,,
10/09/2015,,"Daily Ledger Bal",,7752.66,,
10/13/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2350,10102.66,,
10/13/2015,,"ACH Payment ACH PAYMENT GE CAPITAL",-2995.6,7107.06,,
10/13/2015,,"IB Transfer W/D IB TR TO ACCT *3068 Transfer Online from",-3000,4107.06,,
10/13/2015,,"Daily Ledger Bal",,4107.06,,
10/14/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #6484",-636.24,3470.82,,
10/14/2015,,"Daily Ledger Bal",,3470.82,,
10/15/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2350,5820.82,,
10/15/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3001,8821.82,,
10/15/2015,,"ACH Payment EXT TRF ONLINE TRF",-350,8471.82,,
10/15/2015,,"IB Transfer W/D IB TR TO ACCT *1294 Transfer Online from",-2000,6471.82,,
10/15/2015,,"Analysis Charge "09 2015 Charge"",-11.5,6460.32,,
10/15/2015,,"Daily Ledger Bal",,6460.32,,
10/16/2015,,"Daily Ledger Bal",,6460.32,,
10/19/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #3236",-4890.05,1570.27,,
10/19/2015,,"Daily Ledger Bal",,1570.27,,
10/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,3571.27,,
10/20/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-350,3221.27,,
10/20/2015,,"IB Transfer W/D IB TR TO ACCT *1294 Transfer Online from",-2000,1221.27,,
10/20/2015,,"Daily Ledger Bal",,1221.27,,
10/27/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,3222.27,,
10/27/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-350,2872.27,,
10/27/2015,,"IB Transfer W/D IB TR TO ACCT *1294 Transfer Online from",-2000,872.27,,
10/27/2015,,"Daily Ledger Bal",,872.27,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",9000,9872.27,,
10/30/2015,,"ACH Deposit MANAGEMENT SERV ONLINE TRF",13000,22872.27,,
10/30/2015,,"IB Transfer W/D IB TR TO ACCT *3068 Transfer Online from",-13000,9872.27,,
