"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
12/04/2015,,"Daily Ledger Bal",,89.56,,
12/08/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",801,890.56,,
12/08/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",6000,6890.56,,
12/08/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-100,6790.56,,
12/08/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-418.5,6372.06,,
12/08/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-3000,3372.06,,
12/08/2015,,"Daily Ledger Bal",,3372.06,,
12/09/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-3000,372.06,,
12/09/2015,,"Daily Ledger Bal",,372.06,,
12/15/2015,,"ACH Deposit MANAGEMENT SERV ONLINE TRF",4000,4372.06,,
12/15/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-100,4272.06,,
12/15/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-607.5,3664.56,,
12/15/2015,,"Daily Ledger Bal",,3664.56,,
12/24/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",750,4414.56,,
12/24/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-100,4314.56,,
12/24/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-654.75,3659.81,,
12/24/2015,,"Daily Ledger Bal",,3659.81,,
12/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",768.5,4428.31,,
12/30/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-100,4328.31,,
12/30/2015,,"ACH Payment MANAGEMENT SERV ONLINE TRF",-668.5,3659.81,,
12/30/2015,,"Daily Ledger Bal",,3659.81,,
12/31/2015,,"Accr Earning Pymt Added to Account",.19,3660.00,,
12/31/2015,,"Daily Ledger Bal",,3660,,
