"Date","No.","Description","Debit","Credit"
"7/23/2015","3066","EXPEDIA*1111637992451 EXPEDIA.COM NV 89144 US","19.00",""
"7/23/2015","3066","UNITED 0167666621717 800-932-2732 TX 77002 US","233.60",""
"7/23/2015","3066","FIVE STAR STORAGE WEST WEST FARGO ND 58078 US","89.19",""
"7/23/2015","3066","USBIRTHCERTIFICATE COM 713-6298330 TX 77063 US","74.00",""
"7/23/2015","4252","EXPEDIA*1111623777790 EXPEDIA.COM NV 89144 US","57.58",""
"7/23/2015","4252","USAIRWAYS 0372410768855 800-428-4322 AZ 85034 US","140.10",""
"7/23/2015","4252","CAPITAL ONE ONLINE PYMT AuthDate 23-JUL","","1000.00"
"7/24/2015","3066","EXPEDIA*1111747335435 EXPEDIA.COM NV 89144 US","20.00",""
"7/24/2015","3066","AMERICAN AI 0017666917411 BELLEVUE WA 85034 US","288.60",""
"7/25/2015","3066","VCN*ILLINOIS VITAL REC 888-4121838 IL 62702 US","47.45",""
"7/28/2015","4252","OK CORPORATION COMMISSIO OKLAHOMA CITY OK 73105 US","300.00",""
"7/29/2015","4252","0093 - MOTEL 6 TACOMA WA 98424 US","78.80",""
"7/30/2015","3066","EXPEDIA*1112330075554 EXPEDIA.COM NV 89144 US","19.00",""
"7/30/2015","3066","USAIRWAYS 0377668311303 BELLEVUE WA 85034 US","192.10",""
"7/30/2015","4252","ALK*TECH - PCMILER 609-683-0220 NJ 08540 US","69.95",""
"8/3/2015","4252","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","152.00",""
"8/3/2015","4252","ALL KINDS OF STORAGE 563-726-3337 IA 52804 US","41.73",""
"8/5/2015","4252","EXPEDIA*1112987792175 EXPEDIA.COM NV 89144 US","51.97",""
"8/5/2015","4252","ROBINSON SEILER & ANDER PROVO UT 84604 US","300.00",""
"8/6/2015","4252","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","87.50",""
"8/6/2015","4252","TRAVEL CENTERS #193 ALDA NE 68810 US","228.66",""
"8/8/2015","4252","AUTOZONE # 3435 FIRESTONE CO 80504 US","150.37",""
