"Date","No.","Description","Debit","Credit"
"8/6/2015","2730","FASTENAL COMPANY01 AMERICAN FORK UT 84003 US","24.83",""
"8/6/2015","2730","ALLRED'S ACE HARDWARE PLEASANT GROV UT 84062 US","12.04",""
"8/6/2015","9356","LINDON CITY CORP 801-785-5043 UT 84042 US","658.51",""
"8/6/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/6/2015","2423","OR MOTOR CARRIER DIV - SA 503-3786699 OR 97301 US","427.08",""
"8/6/2015","2423","TA # 58 YOUNGSTOWN YOUNGSTOWN OH 44515 US","52.14",""
"8/7/2015","1481","THE UPS STORE 4848 PLEASANT GROV UT 84062 US","12.79",""
"8/7/2015","2730","WAL-MART #5270 LINDON UT 84042 US","4.10",""
"8/7/2015","2730","THE HOME DEPOT 4407 LINDON UT 84042 US","147.18",""
"8/8/2015","2730","USPS 49700401634502781 PLEASANT GROV UT 84062 US","8.71",""
"8/8/2015","2730","WAL-MART #5270 LINDON UT 84042 US","51.16",""
"8/8/2015","9356","SUSHI HOUSE LLC AMERICAN FORK UT 84003 US","55.00",""
"8/8/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","19.95",""
"8/8/2015","7952","UTAH CORPORATIONS REG 801-530-6431 UT 84114 US","48.00",""
"8/8/2015","7952","NATIONAL INDEMNITY CO 866-920-5220 NE 68131 US","3497.00",""
"8/8/2015","0710","MPP 6149212450 00000 HK","87.50",""
"8/10/2015","0106","TA # 6 COLUMBIA COLUMBIA NJ 07832 US","362.62",""
"8/10/2015","2794","THE HOME DEPOT 4407 LINDON UT 84042 US","21.21",""
"8/10/2015","2794","THE HOME DEPOT 4407 LINDON UT 84042 US","11.72",""
"8/10/2015","0710","MPP 6149212450 00000 HK","174.95",""
"8/10/2015","0106","SAPP BROS SERVICE CENT CHEYENNE WY 82009 US","428.20",""
"8/10/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","2247.98",""
"8/10/2015","9356","SENAWAVE COMMUNICATION 801-2179000 UT 84119 US","195.00",""
"8/11/2015","2730","THE UPS STORE 4848 PLEASANT GROV UT 84062 US","96.79",""
"8/11/2015","9356","T-MOBILE RECURRING PMT 800-937-8997 WA 98006 US","210.55",""
"8/11/2015","9356","GOOGLE *Google Storage GOOGLE.COM/CH CA 94043 US","1.99",""
"8/11/2015","0710","MPP 6149212450 00000 HK","23.70",""
"8/12/2015","1138","HLU*Hulu 72444017-U HULU.COM/BILL CA 90064 US","7.99",""
"8/12/2015","2730","USPS 49700401634502781 PLEASANT GROV UT 84062 US","7.88",""
"8/12/2015","9356","SQ *CROWNE CENTURIO LINDON UT 84042 US","87.50",""
"8/12/2015","0582","OR MOTOR CARRIER DIV - SA 503-3786699 OR 97301 US","143.15",""
"8/12/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 12-AUG","","5000.00"
"8/13/2015","1138","AMERICAN AI 0012308185298 DALLAS TX 85034 US","233.60",""
"8/13/2015","2730","THE HOME DEPOT 4407 LINDON UT 84042 US","","73.63"
"8/13/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","","58.60"
"8/13/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","","61.53"
"8/13/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","","87.90"
"8/13/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","","87.90"
"8/13/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","","58.60"
"8/13/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","","3.47"
"8/13/2015","9356","TA BROOKLYN BROOKLYN IA 52211 US","38.46",""
"8/13/2015","7952","PFS*PREMIUM PAYMENT 800-394-0829 MO 64105 US","1381.59",""
"8/13/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 13-AUG","","10000.00"
"8/14/2015","9356","CROSSFIT LEHI 801-6183390 UT 84043 US","100.00",""
"8/14/2015","7952","DELTA AIR 0068275507547 SALT LAKE CTY UT 30354 US","25.00",""
"8/14/2015","7952","DELTA AIR 0062318674504 DELTA.COM CA 30354 US","352.10",""
"8/14/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/14/2015","2423","EXXONMOBIL 47876776 ROBERTS ID 83444 US","75.66",""
"8/15/2015","9356","T-MOBILE RECURRING PMT 800-937-8997 WA 98006 US","507.82",""
"8/15/2015","9356","UNITED 0162460358900 800-932-2732 TX 77002 US","156.60",""
"8/15/2015","9356","REPUBLIC SERVICES TRASH 866-576-5548 AZ 85054 US","87.65",""
"8/15/2015","0710","PRIVATEINTERNETACCESS 855-266-6876 MI 49418 US","6.95",""
"8/15/2015","0710","GOLDEN FROG INC. 512-215-4183 TX 78746 US","14.99",""
"8/17/2015","0710","ARV*ARVIXE 888-9278493 CA 94566 US","10.00",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","1138","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/17/2015","2583","AMERICAN AI 0012308414688 DALLAS TX 85034 US","287.20",""
"8/18/2015","1138","PETRO #339 SPOKANE SPOKANE WA 99224 US","48.94",""
"8/18/2015","0106","VILLAGE INN MOTEL TULARE CA 93274 US","49.50",""
"8/18/2015","2794","NATIONAL INDEMNITY CO 866-920-5220 NE 68131 US","3456.00",""
"8/19/2015","1481","THE UPS STORE 4848 PLEASANT GROV UT 84062 US","12.79",""
"8/19/2015","1481","USPS 49700401634502781 PLEASANT GROV UT 84062 US","5.75",""
"8/19/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","3.38",""
"8/19/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","3.38",""
"8/19/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","3.38",""
"8/19/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","3.38",""
"8/19/2015","9356","RINGCENTRAL INC 650-4724100 CA 94002 US","3.38",""
