"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
11/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *0817 Transfer Online to D",501,11652.71,,
11/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *0720 Transfer Online to D",688.5,12341.21,,
11/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *9315 Transfer Online to D",25000,37341.21,,
11/30/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1.31,37339.90,,
11/30/2015,,"ACH Payment ADP Tax/401k Tax/401k",-83.43,37256.47,,
11/30/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-464.1,36792.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-499,36293.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-501,35792.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-601,35191.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-650,34541.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2101,32440.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3601,28839.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-4301,24538.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-9000,15538.37,,
11/30/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-14001,1537.37,,
11/30/2015,,"Accr Earning Pymt Added to Account",.72,1538.09,,
11/30/2015,,"Service Charge",-40,1498.09,,
11/30/2015,,"Daily Ledger Bal",,1498.09,,
12/01/2015,58012452,"Guaranteed Check",6596.5,8094.59,,
12/01/2015,,"IB Transfer Deposit IB TR FROM ACCT *9315 Transfer Online to D",25000,33094.59,,
12/01/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1701,31393.59,,
12/01/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2201,29192.59,,
12/01/2015,,"Wire Payment EFS (Coop)",-14000,15192.59,,
12/01/2015,,"Daily Ledger Bal",,15192.59,,
12/02/2015,58012567,"Guaranteed Check",1376,16568.59,,
12/02/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #1961",-5937.53,10631.06,,
12/02/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-741.25,9889.81,,
12/02/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,7539.81,,
12/02/2015,,"Daily Ledger Bal",,7539.81,,
12/03/2015,170968957,"Guaranteed Check",700,8239.81,,
12/03/2015,170968958,"Guaranteed Check",2290.71,10530.52,,
12/03/2015,58012681,"Guaranteed Check",4271.11,14801.63,,
12/03/2015,58012680,"Guaranteed Check",5503.54,20305.17,,
12/03/2015,58012679,"Guaranteed Check",7859.66,28164.83,,
12/03/2015,7621337636,"Guaranteed Check",20000,48164.83,,
12/03/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-720,47444.83,,
12/03/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1001,46443.83,,
12/03/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-1250,45193.83,,
12/03/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1400,43793.83,,
12/03/2015,,"Wire Payment EFS (Coop)",-2000,41793.83,,
12/03/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3900,37893.83,,
12/03/2015,,"Wire Payment Kenworth Sales Co",-5000,32893.83,,
12/03/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-14001,18892.83,,
12/03/2015,,"Daily Ledger Bal",,18892.83,,
12/04/2015,58012778,"Guaranteed Check",2952.01,21844.84,,
12/04/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",35635.5,57480.34,,
